,year,month,day,dotw,start_hour,start_minute,end_hour,end_minute,event,value,units,caregiver
805,2019,12,17,Tuesday,11,5,12,20,nap,,,ap
806,2019,12,17,Tuesday,8,0,NA,NA,solids,3,waffle,ap
807,2019,12,17,Tuesday,10,30,NA,NA,solids,0,ham_squash_corn,ap
808,2019,12,17,Tuesday,14,0,NA,NA,solids,3,bread_raisin,ap
809,2019,12,19,Thursday,8,10,NA,NA,wet,,,ap
810,2019,12,19,Thursday,10,5,NA,NA,wet,,,ap
811,2019,12,19,Thursday,13,7,NA,NA,bowel,,,ap
812,2019,12,19,Thursday,15,0,NA,NA,dry,,,ap
813,2019,12,19,Thursday,8,55,NA,NA,bottle,1,oz,ap
814,2019,12,19,Thursday,13,13,NA,NA,bottle,1,oz,ap
815,2019,12,19,Thursday,13,40,NA,NA,bottle,2,oz,ap
816,2019,12,19,Thursday,7,50,NA,NA,solids,2.5,irongoo,ap
817,2019,12,19,Thursday,10,20,NA,NA,solids,3,carrot,ap
818,2019,12,19,Thursday,14,30,NA,NA,solids,3,irongoo_carrot,ap
819,2019,12,19,Thursday,11,28,13,5,nap,,,ap
820,2019,12,18,Wednesday,8,0,NA,NA,wet,,,ap
821,2019,12,18,Wednesday,10,5,NA,NA,wet,,,ap
822,2019,12,18,Wednesday,12,25,NA,NA,wet,,,ij
823,2019,12,18,Wednesday,14,25,NA,NA,wet,,,ap
824,2019,12,18,Wednesday,15,22,NA,NA,dry,,,kc
825,2019,12,18,Wednesday,9,55,NA,NA,bottle,3,oz,ap
826,2019,12,18,Wednesday,11,5,NA,NA,bottle,1,oz,ap
827,2019,12,18,Wednesday,13,0,NA,NA,bottle,2,oz,ap
828,2019,12,18,Wednesday,11,10,12,15,nap,,,ap
829,2019,12,18,Wednesday,7,50,NA,NA,solids,3,irongoo,ap
830,2019,12,18,Wednesday,10,30,NA,NA,solids,1,squash,ap
831,2019,12,18,Wednesday,14,0,NA,NA,solids,3,irongoo,ap
832,2019,12,13,Friday,7,0,NA,NA,dry,,,kc
833,2019,12,13,Friday,9,30,NA,NA,wet,,,kc
834,2019,12,13,Friday,10,25,NA,NA,wet,,,kc
835,2019,12,13,Friday,12,55,NA,NA,wet,,,kc
836,2019,12,13,Friday,14,55,NA,NA,wet,,,kc
837,2019,12,13,Friday,8,0,NA,NA,bottle,3,oz,kc
838,2019,12,13,Friday,10,45,NA,NA,bottle,3,oz,kc
839,2019,12,13,Friday,13,30,NA,NA,bottle,1,oz,kc
840,2019,12,13,Friday,14,30,NA,NA,bottle,3,oz,kc
841,2019,12,13,Friday,11,0,12,49,nap,,,kc
842,2019,12,13,Friday,10,50,NA,NA,solids,3,irongoo_vegetable,kc
843,2019,12,13,Friday,14,0,NA,NA,solids,3,irongoo,kc
844,2020,1,6,Monday,7,14,NA,NA,dry,,,kc
845,2020,1,6,Monday,9,0,NA,NA,wet,,,ap
846,2020,1,6,Monday,12,30,NA,NA,wet,,,ap
847,2020,1,6,Monday,14,20,NA,NA,wet,,,ap
848,2020,1,6,Monday,9,10,NA,NA,bottle,3,oz,ap
849,2020,1,6,Monday,13,25,NA,NA,bottle,4,oz,ap
850,2020,1,6,Monday,11,10,12,17,nap,,,ap
851,2020,1,6,Monday,8,0,NA,NA,solids,3,raisinbran,ap
852,2020,1,6,Monday,10,45,NA,NA,solids,3,meatballs_mashedpotato_strawberry,ap
853,2020,1,6,Monday,13,45,NA,NA,solids,3,cheese,ap
854,2019,12,11,Wednesday,7,30,NA,NA,wet,,,kc
855,2019,12,11,Wednesday,9,30,NA,NA,wet,,,kc
856,2019,12,11,Wednesday,11,35,NA,NA,wet,,,ap
857,2019,12,11,Wednesday,14,18,NA,NA,wet,,,ap
858,2019,12,11,Wednesday,8,30,NA,NA,bottle,3,oz,kc
859,2019,12,11,Wednesday,10,7,NA,NA,bottle,4,oz,kc
860,2019,12,11,Wednesday,14,5,NA,NA,bottle,4,oz,ap
861,2019,12,11,Wednesday,14,48,NA,NA,bottle,3,oz,ap
862,2019,12,11,Wednesday,10,35,11,32,nap,,,ap
863,2019,12,11,Wednesday,8,0,NA,NA,solids,3,cheerio,kc
864,2019,12,11,Wednesday,11,40,NA,NA,solids,2.5,ham_mashedpotato_strawberry,ap
865,2019,12,11,Wednesday,14,0,NA,NA,solids,3,gcracker_apple,ap
866,2020,1,8,Wednesday,10,10,NA,NA,wet,,,ap
867,2020,1,8,Wednesday,12,30,NA,NA,wet,,,kc
868,2020,1,8,Wednesday,14,25,NA,NA,wet,,,ap
869,2020,1,8,Wednesday,11,5,NA,NA,bottle,2,oz,ap
870,2020,1,8,Wednesday,13,15,NA,NA,bottle,3,oz,ap
871,2020,1,8,Wednesday,11,15,12,30,nap,,,ap
872,2020,1,8,Wednesday,10,30,NA,NA,solids,3,noodles,ap
873,2020,1,8,Wednesday,14,10,NA,NA,solids,3,fruit,ap
874,2020,1,13,Monday,7,45,NA,NA,wet,,,ap
875,2020,1,13,Monday,9,55,NA,NA,wet,,,ap
876,2020,1,13,Monday,12,25,NA,NA,wet,,,ap
877,2020,1,13,Monday,13,50,NA,NA,wet,,,kc
878,2020,1,13,Monday,11,7,12,20,nap,,,ap
879,2020,1,13,Monday,11,5,NA,NA,bottle,1,oz,ap
880,2020,1,13,Monday,14,0,NA,NA,bottle,2,oz,ap
881,2020,1,13,Monday,8,15,NA,NA,solids,3,cheerios,ap
882,2020,1,13,Monday,10,50,NA,NA,solids,3,noodles,ap
883,2020,1,13,Monday,14,5,NA,NA,solids,2,apple,ap
884,2020,1,14,Tuesday,8,10,NA,NA,wet,,,ap
885,2020,1,14,Tuesday,10,10,NA,NA,wet,,,ap
886,2020,1,14,Tuesday,12,0,NA,NA,wet,,,ap
887,2020,1,14,Tuesday,14,30,NA,NA,wet,,,ap
888,2020,1,14,Tuesday,9,15,NA,NA,bottle,2,oz,ap
889,2020,1,14,Tuesday,13,10,NA,NA,bottle,0.5,oz,ap
890,2020,1,14,Tuesday,10,27,11,30,nap,,,ap
891,2020,1,14,Tuesday,8,40,NA,NA,solids,1,toast_apple,ap
892,2020,1,14,Tuesday,11,30,NA,NA,solids,2.5,apple,ap
893,2020,1,14,Tuesday,14,15,NA,NA,solids,3,fruit,ap
894,2020,1,10,Friday,8,30,NA,NA,wet,,,ap
895,2020,1,10,Friday,9,15,NA,NA,bowel,,,ap
896,2020,1,10,Friday,12,50,NA,NA,wet,,,ap
897,2020,1,10,Friday,9,0,NA,NA,bottle,1,oz,ap
898,2020,1,10,Friday,11,20,NA,NA,bottle,2,oz,ap
899,2020,1,10,Friday,8,0,NA,NA,solids,3,cheese_toast_apple,ap
900,2020,1,10,Friday,11,5,NA,NA,solids,3,noodles_banana_veggies,ap
901,2020,1,10,Friday,14,10,NA,NA,solids,3,gcracker,ap
902,2020,1,10,Friday,11,25,12,30,nap,,,ap
903,2020,1,9,Thursday,7,5,NA,NA,dry,,,kc
904,2020,1,9,Thursday,8,30,NA,NA,wet,,,ap
905,2020,1,9,Thursday,10,20,NA,NA,wet,,,ap
906,2020,1,9,Thursday,12,45,NA,NA,wet,,,ap
907,2020,1,9,Thursday,14,30,NA,NA,wet,,,ap
908,2020,1,9,Thursday,9,35,NA,NA,bottle,1,oz,ap
909,2020,1,9,Thursday,11,0,NA,NA,bottle,0,oz,ap
910,2020,1,9,Thursday,12,55,NA,NA,bottle,1.5,oz,ap
911,2020,1,9,Thursday,8,10,NA,NA,solids,2,fruit,ap
912,2020,1,9,Thursday,10,40,NA,NA,solids,3,noodles,ap
913,2020,1,9,Thursday,14,5,NA,NA,solids,3,fruit,ap
914,2020,1,9,Thursday,11,10,11,45,nap,,,ap
915,2020,1,15,Wednesday,8,30,NA,NA,wet,,,ap
916,2020,1,15,Wednesday,10,6,NA,NA,bowel,,,kc
917,2020,1,15,Wednesday,12,12,NA,NA,wet,,,ap
918,2020,1,15,Wednesday,14,0,NA,NA,dry,,,ap
919,2020,1,15,Wednesday,11,7,12,9,nap,,,ap
920,2020,1,15,Wednesday,9,10,NA,NA,bottle,0,oz,ap
921,2020,1,15,Wednesday,11,0,NA,NA,bottle,1,oz,ap
922,2020,1,15,Wednesday,13,0,NA,NA,bottle,0,oz,ap
923,2020,1,15,Wednesday,8,10,NA,NA,solids,3,cereal,ap
924,2020,1,15,Wednesday,10,50,NA,NA,solids,2,turkey_potato_pineapple,ap
925,2020,1,15,Wednesday,13,55,NA,NA,solids,,banana_animalcrackers,ap
926,2020,1,16,Thursday,7,2,NA,NA,dry,,,kc
927,2020,1,16,Thursday,8,30,NA,NA,wet,,,ap
928,2020,1,16,Thursday,10,30,NA,NA,wet,,,ap
929,2020,1,16,Thursday,12,20,NA,NA,wet,,,ap
930,2020,1,16,Thursday,14,6,NA,NA,wet,,,kc
931,2020,1,16,Thursday,9,30,NA,NA,bottle,0.5,oz,ap
932,2020,1,16,Thursday,14,20,NA,NA,bottle,0,oz,ap
933,2020,1,16,Thursday,11,20,12,15,nap,,,ap
934,2020,1,16,Thursday,8,10,NA,NA,solids,3,toast_oatmeal,ap
935,2020,1,16,Thursday,10,45,NA,NA,solids,3,chicken_broccoli_pineapple,ap
936,2020,1,16,Thursday,12,25,NA,NA,solids,3,blueberries,ap
937,2020,1,16,Thursday,13,45,NA,NA,solids,3,blueberries_animalcrackers_yogurt,ap
938,2020,1,21,Tuesday,8,20,NA,NA,wet,,,ap
939,2020,1,21,Tuesday,10,15,NA,NA,dry,,,ap
940,2020,1,21,Tuesday,12,25,NA,NA,wet,,,kc
941,2020,1,21,Tuesday,14,20,NA,NA,wet,,,ap
942,2020,1,21,Tuesday,8,25,NA,NA,bottle,0,water,ap
943,2020,1,21,Tuesday,9,40,NA,NA,bottle,0,water,ap
944,2020,1,21,Tuesday,10,50,NA,NA,bottle,0,water,ap
945,2020,1,21,Tuesday,13,0,NA,NA,bottle,1,oz,ap
946,2020,1,21,Tuesday,11,5,12,20,nap,,,ap
947,2020,1,21,Tuesday,8,5,NA,NA,solids,3,toast_oranges,ap
948,2020,1,21,Tuesday,10,50,NA,NA,solids,3,fishsticks_borccoli_applesauce,ap
949,2020,1,21,Tuesday,12,50,NA,NA,solids,3,carrots,ap
950,2020,1,21,Tuesday,14,5,NA,NA,solids,3,gcrackers,ap
951,2020,1,22,Wednesday,7,2,NA,NA,wet,,,kc
952,2020,1,22,Wednesday,9,0,NA,NA,wet,,,mb
953,2020,1,22,Wednesday,10,45,NA,NA,wet,,,kc
954,2020,1,22,Wednesday,11,30,NA,NA,bowel,,,kc
955,2020,1,22,Wednesday,13,59,NA,NA,wet,,,kc
956,2020,1,22,Wednesday,10,30,NA,NA,bottle,0,water,kc
957,2020,1,22,Wednesday,13,38,NA,NA,bottle,0,water,kc
958,2020,1,22,Wednesday,14,29,NA,NA,bottle,2,oz,kc
959,2020,1,22,Wednesday,11,55,13,0,nap,,,kc
960,2020,1,22,Wednesday,8,0,NA,NA,solids,2.5,applesauce_eggs,kc
961,2020,1,22,Wednesday,10,50,NA,NA,solids,3,noodles_veggies_cheese,kc
962,2020,1,22,Wednesday,14,0,NA,NA,solids,3,crackers_cheese,kc
963,2020,2,6,Thursday,NA,NA,NA,NA,trait_tooth_incisor_lateral_upper_right,,,kch
964,2020,2,11,Tuesday,NA,NA,NA,NA,trait_tooth_incisor_lateral_upper_left,,,jsm
965,2020,1,30,Thursday,NA,NA,NA,NA,trait_length,74.9,cm,rainbow
966,2020,1,30,Thursday,NA,NA,NA,NA,trait_mass,9.92,kg,rainbow
967,2020,1,30,Thursday,NA,NA,NA,NA,trait_head_circum,45.7,cm,rainbow
968,2020,2,10,Monday,NA,NA,NA,NA,skill_step,,,kc
969,2020,3,13,Friday,NA,NA,NA,NA,trait_mass,10.348,kg,rainbow
970,2020,3,10,Tuesday,NA,NA,NA,NA,skill_walking,,,jsmkch
971,2020,3,13,Friday,18,0,NA,NA,amoxicilin,3,mL,jsm
972,2020,3,14,Saturday,8,0,NA,NA,amoxicilin,3,mL,jsm
973,2020,3,14,Saturday,18,0,NA,NA,amoxicilin,3,mL,jsm
974,2020,3,15,Sunday,8,0,NA,NA,amoxicilin,3,mL,jsm
975,2020,3,15,Sunday,18,0,NA,NA,amoxicilin,3,mL,jsm
976,2020,3,16,Monday,8,0,NA,NA,amoxicilin,3,mL,jsm
977,2020,3,16,Monday,18,0,NA,NA,amoxicilin,3,mL,jsm
978,2020,3,17,Tuesday,8,0,NA,NA,amoxicilin,3,mL,jsm
979,2020,3,17,Tuesday,18,0,NA,NA,amoxicilin,3,mL,jsm
980,2020,3,14,Saturday,8,0,NA,NA,predisolone,5,mL,jsm
981,2020,3,15,Sunday,8,0,NA,NA,predisolone,5,mL,jsm
982,2020,3,16,Monday,8,0,NA,NA,predisolone,5,mL,jsm
983,2020,3,17,Tuesday,8,0,NA,NA,predisolone,5,mL,jsm
984,2020,3,18,Wednesday,8,0,NA,NA,predisolone,5,mL,jsm
985,2020,3,12,Thursday,NA,NA,NA,NA,start_home_covid19,,,jsm
986,2020,3,18,Wednesday,8,0,NA,NA,amoxicilin,3,mL,jsm
987,2020,3,18,Wednesday,18,0,NA,NA,amoxicilin,3,mL,jsm
988,2020,3,19,Thursday,8,0,NA,NA,amoxicilin,3,mL,jsm
989,2020,3,20,Friday,8,0,NA,NA,amoxicilin,3,mL,jsm
990,2020,3,20,Friday,18,0,NA,NA,amoxicilin,3,mL,jsm
991,2020,3,21,Saturday,8,0,NA,NA,amoxicilin,3,mL,jsm
992,2020,4,7,Tuesday,NA,NA,NA,NA,trait_tooth_incisor_lower_right_lateral,,,kch
993,2020,4,16,Wednesday,NA,NA,NA,NA,trait_tooth_incisor_lower_left_lateral,,,jsm
994,2020,5,25,Monday,NA,NA,NA,NA,trait_tooth_molar_lower_right,,,jsm
995,2020,5,25,Monday,NA,NA,NA,NA,trait_tooth_molar_lower_left,,,jsm
996,2020,4,30,Thursday,NA,NA,NA,NA,trait_mass,10.66,kg,rainbow
997,2020,4,30,Thursday,NA,NA,NA,NA,trait_length,80.01,cm,rainbow
998,2020,6,15,Monday,NA,NA,NA,NA,trait_tooth_canine_lower_right,,,jsm
999,2020,6,15,Monday,NA,NA,NA,NA,trait_tooth_canine_lower_left,,,jsm
1000,2020,6,20,Saturday,NA,NA,NA,NA,trait_tooth_molar_upper_right,,,kch
1001,2020,8,10,Monday,NA,NA,NA,NA,trait_mass,11.82,kg,rainbow
1002,2020,7,31,Friday,NA,NA,NA,NA,trait_mass,11.57,kg,hottinger
1003,2020,8,10,Monday,NA,NA,NA,NA,trait_length,83.82,cm,rainbow
1004,2020,6,25,Thursday,NA,NA,NA,NA,trait_tooth_molar_upper_left,,,kch
1005,2020,12,7,Monday,NA,NA,NA,NA,skill_self_reference,,our car zoom beren ah cah zoom beh,jsm
1006,2020,11,18,Wednesday,NA,NA,NA,NA,start_home_covid19,,,jsm
1007,2020,8,11,Tuesday,NA,NA,NA,NA,stop_home_covid19,,,jsm
1008,2020,11,7,Saturday,NA,NA,NA,NA,skill_sentence,,cars go zoom cah zoom,jsm
1009,2020,12,14,Monday,NA,NA,NA,NA,skill_count,,to four; counted two blocks when I tried to trick him,jsm
1010,2021,1,28,Wednesday,9,0,NA,NA,dry,,,aym
1011,2021,1,28,Wednesday,10,39,NA,NA,wet,,,aym
1012,2021,1,28,Wednesday,13,50,NA,NA,wet,,,aym
1013,2021,1,28,Wednesday,11,40,13,50,nap,,,aym
1014,2021,1,27,Tuesday,8,0,NA,NA,wet,,,aym
1015,2021,1,27,Tuesday,10,30,NA,NA,bowel,,,aym
1016,2021,1,27,Tuesday,13,45,NA,NA,wet,,,aym
1017,2021,1,27,Tuesday,11,30,13,45,nap,,,aym
1018,2020,8,27,,8,5,NA,NA,wet,,,ap
1019,2020,8,27,,10,30,NA,NA,wet,,,am
1020,2020,8,27,,13,40,NA,NA,wet,,,kc
1021,2020,8,27,,15,5,NA,NA,wet,,,kc
1022,2020,8,27,,11,50,13,40,nap,,,am
1023,2021,1,22,Thursday,8,39,NA,NA,wet,,,ap
1024,2021,1,22,Thursday,10,39,NA,NA,wet,,,kc
1025,2021,1,22,Thursday,13,45,NA,NA,wet,,,kc
1026,2021,1,22,Thursday,11,30,13,45,nap,,,kc
1027,2020,3,9,,8,5,NA,NA,wet,,,ap
1028,2020,3,9,,9,38,NA,NA,wet,,,kc
1029,2020,3,9,,11,0,NA,NA,wet,,,kc
1030,2020,3,9,,13,0,NA,NA,wet,,,kc
1031,2020,3,9,,9,0,NA,NA,bottle,2,oz,kc
1032,2020,3,9,,11,15,NA,NA,bottle,2,oz,kc
1033,2020,3,9,,11,45,12,45,nap,,,kc
1034,2020,3,12,,10,0,NA,NA,wet,,,ij
1035,2020,3,12,,13,25,NA,NA,wet,,,jd
1036,2021,1,20,Wednesday,9,0,NA,NA,wet,,,aym
1037,2021,1,20,Wednesday,10,30,NA,NA,bowel,,,aym
1038,2021,1,20,Wednesday,13,57,NA,NA,wet,,,aym
1039,2021,1,20,Wednesday,12,0,13,0,nap,,,aym
1040,2021,1,21,Thursday,9,0,NA,NA,wet,,,ap
1041,2021,1,21,Thursday,10,30,NA,NA,wet,,,aym
1042,2021,1,21,Thursday,13,30,NA,NA,wet,,,aym
1043,2021,1,21,Thursday,11,48,13,0,nap,,,aym
1044,2020,2,26,,7,30,NA,NA,wet,,,ap
1045,2020,2,26,,9,13,NA,NA,dry,,,ij
1046,2020,2,26,,10,33,NA,NA,wet,,,kc
1047,2020,2,26,,13,0,NA,NA,dry,,,ij
1048,2020,2,26,,14,22,NA,NA,wet,,,kc
1049,2020,2,26,,8,0,NA,NA,bottle,3,oz,kc
1050,2020,2,26,,10,0,NA,NA,bottle,3,oz,kc
1051,2020,2,26,,11,0,NA,NA,bottle,3,oz,kc
1052,2020,2,26,,14,0,NA,NA,water,,,ij
1053,2020,2,26,,11,10,12,52,nap,,,kc
1054,2020,3,3,,8,5,NA,NA,wet,,,ap
1055,2020,3,3,,10,40,NA,NA,wet,,,kc
1056,2020,3,3,,13,47,NA,NA,wet,,,kc
1057,2020,3,3,,9,0,NA,NA,bottle,4,oz,kc
1058,2020,3,3,,11,0,NA,NA,bottle,4,oz,kc
1059,2020,3,3,,14,0,NA,NA,bottle,water,,kc
1060,2020,3,3,,11,45,13,40,nap,,,kc
1061,2021,1,19,Tuesday,8,44,NA,NA,dry,,,aym
1062,2021,1,19,Tuesday,10,31,NA,NA,wet,,,aym
1063,2021,1,19,Tuesday,14,26,NA,NA,wet,,,mb
1064,2021,1,19,Tuesday,12,8,14,0,nap,,,aym
1065,2020,2,10,,8,50,NA,NA,wet,,,kc
1066,2020,2,10,,10,30,NA,NA,wet,,,kc
1067,2020,2,10,,12,30,NA,NA,wet,,,kc
1068,2020,2,10,,14,5,NA,NA,wet,,,kc
1069,2020,2,10,,8,0,NA,NA,bottle,3,oz,kc
1070,2020,2,10,,11,10,NA,NA,bottle,3,oz,kc
1071,2020,2,10,,13,10,NA,NA,water,,,kc
1072,2020,2,10,,14,9,NA,NA,water,,,kc
1073,2020,2,10,,11,30,12,15,nap,,,kc
1074,2020,2,20,,8,30,NA,NA,wet,,,ap
1075,2020,2,20,,10,30,NA,NA,wet,,,ap
1076,2020,2,20,,12,35,NA,NA,wet,,,ap
1077,2020,2,20,,14,14,NA,NA,wet,,,kc
1078,2020,2,20,,9,15,NA,NA,bottle,2,oz,ap
1079,2020,2,20,,11,10,NA,NA,bottle,1,oz,ap
1080,2020,2,20,,12,50,NA,NA,water,,,kc
1081,2020,2,20,,13,55,NA,NA,water,,,kc
1082,2020,2,20,,11,35,12,33,nap,,,kc
1083,2020,8,26,,7,45,NA,NA,dry,,,am
1084,2020,8,26,,8,40,NA,NA,bowel,,,ap
1085,2020,8,26,,11,45,NA,NA,dry,,,am
1086,2020,8,26,,13,30,NA,NA,wet,,,kc
1087,2020,8,26,,15,30,NA,NA,wet,,,kc
1088,2020,8,26,,11,20,NA,NA,bottle,3,oz,am
1089,2020,8,26,,14,0,NA,NA,water,,,ap
1090,2020,8,26,,8,0,NA,NA,water,,,ap
1091,2020,8,26,,11,50,13,30,nap,,,kc
1092,2020,3,5,,8,30,NA,NA,wet,,,ap
1093,2020,3,5,,10,30,NA,NA,wet,,,kc
1094,2020,3,5,,13,30,NA,NA,wet,,,kc
1095,2020,3,5,,9,30,NA,NA,bottle,1,oz,kc
1096,2020,3,5,,11,0,NA,NA,bottle,0,oz,kc
1097,2020,3,5,,13,45,NA,NA,water,,,kc
1098,2020,3,5,,14,30,NA,NA,bottle,0,oz,kc
1099,2020,3,5,,11,20,12,15,nap,,,kc
1100,2020,2,25,,8,30,NA,NA,wet,,,ap
1101,2020,2,25,,10,35,NA,NA,dry,,,ij
1102,2020,2,25,,12,45,NA,NA,wet,,,ij
1103,2020,2,25,,14,50,NA,NA,wet,,,ij
1104,2020,3,2,,8,15,NA,NA,wet,,,ap
1105,2020,3,2,,10,45,NA,NA,wet,,,kc
1106,2020,3,2,,12,45,NA,NA,wet,,,kc
1107,2020,3,2,,15,0,NA,NA,wet,,,ij
1108,2020,3,2,,9,0,NA,NA,bottle,4,oz,kc
1109,2020,3,2,,11,0,NA,NA,bottle,4,oz,kc
1110,2020,3,2,,11,30,12,30,nap,,,kc
1111,2020,8,24,,9,45,NA,NA,wet,,,ap
1112,2020,8,24,,11,54,NA,NA,wet,,,ap
1113,2020,8,24,,13,35,NA,NA,wet,,,ap
1114,2020,8,24,,13,57,NA,NA,bowel,,,ap
1115,2020,8,24,,15,10,NA,NA,wet,,,ap
1116,2020,8,24,,8,15,NA,NA,bottle,0,oz,ap
1117,2020,8,24,,10,35,NA,NA,water,1,oz,ap
1118,2020,8,24,,10,45,11,49,nap,,,ap
1119,2020,10,8,,8,15,NA,NA,wet,,,ap
1120,2020,10,8,,10,30,NA,NA,wet,,,am
1121,2020,10,8,,13,30,NA,NA,wet,,,am
1122,2020,10,8,,14,25,NA,NA,bowel,,,am
1123,2020,10,8,,11,30,13,30,nap,,,am
1124,2020,10,7,,7,45,NA,NA,bowel,,,am
1125,2020,10,7,,10,20,NA,NA,wet,,,ap
1126,2020,10,7,,13,25,NA,NA,wet,,,ap
1127,2020,10,7,,14,45,NA,NA,wet,,,am
1128,2020,10,7,,11,15,13,20,nap,,,ap
1129,2020,10,6,,8,15,NA,NA,wet,,,am
1130,2020,10,6,,10,5,NA,NA,wet,,,melody
1131,2020,10,6,,13,10,NA,NA,wet,,,melody
1132,2020,10,6,,11,30,13,0,nap,,,melody
1133,2020,9,1,,8,10,NA,NA,dry,,,ap
1134,2020,9,1,,10,30,NA,NA,bowel,,,am
1135,2020,9,1,,13,40,NA,NA,dry,,,am
1136,2020,9,1,,15,30,NA,NA,bowel,,,am
1137,2020,9,1,,11,45,13,40,nap,,,am
1138,2020,9,2,,8,30,NA,NA,bowel,,,aym
1139,2020,9,2,,10,30,NA,NA,wet,,,kc
1140,2020,9,2,,13,30,NA,NA,wet,,,am
1141,2020,9,2,,14,40,NA,NA,bowel,,,kc
1142,2020,9,2,,11,30,12,15,nap,,,kc
1143,2020,10,5,,8,0,NA,NA,wet,,,ap
1144,2020,10,5,,10,30,NA,NA,wet,,,kc
1145,2020,10,5,,13,35,NA,NA,wet,,,kc
1146,2020,10,5,,11,30,13,30,nap,,,kc
1147,2020,3,10,,8,40,NA,NA,wet,,,ap
1148,2020,3,10,,10,45,NA,NA,wet,,,kc
1149,2020,3,10,,12,35,NA,NA,dry,,,kc
1150,2020,3,10,,14,10,NA,NA,wet,,,kc
1151,2020,3,10,,9,0,NA,NA,bottle,1,oz,kc
1152,2020,3,10,,11,0,NA,NA,bottle,2,oz,kc
1153,2020,3,10,,12,37,NA,NA,water,,,kc
1154,2020,3,10,,14,0,NA,NA,water,,,kc
1155,2020,3,10,,11,45,12,30,nap,,,kc
1156,2020,2,13,,8,45,NA,NA,wet,,,ap
1157,2020,2,13,,9,15,NA,NA,bowel,,,ap
1158,2020,2,13,,10,40,NA,NA,wet,,,ij
1159,2020,2,13,,13,45,NA,NA,wet,,,ij
1160,2020,2,13,,11,20,13,0,nap,,,ij
1161,2020,2,5,,7,45,NA,NA,dry,,,ap
1162,2020,2,5,,8,55,NA,NA,wet,,,melody
1163,2020,2,5,,10,15,NA,NA,bowel,,,kc
1164,2020,2,5,,13,5,NA,NA,dry,,,melody
1165,2020,2,5,,9,30,NA,NA,bottle,3,oz,melody
1166,2020,2,5,,11,0,NA,NA,water,,,melody
1167,2020,2,5,,14,0,NA,NA,bottle,3,oz,melody
1168,2020,2,5,,11,10,12,55,nap,,,melody
1169,2020,2,19,,8,25,NA,NA,wet,,,ap
1170,2020,2,19,,10,15,NA,NA,wet,,,kc
1171,2020,2,19,,12,50,NA,NA,wet,,,ap
1172,2020,2,19,,13,15,NA,NA,bowel,,,ap
1173,2020,2,19,,9,15,NA,NA,bottle,2,oz,ap
1174,2020,2,19,,12,55,NA,NA,bottle,1,oz,ap
1175,2020,2,19,,11,10,12,15,nap,,,ap
1176,2020,2,14,,8,15,NA,NA,wet,,,ap
1177,2020,2,14,,10,5,NA,NA,wet,,,ap
1178,2020,2,14,,11,10,NA,NA,bowel,,,ap
1179,2020,2,14,,12,57,NA,NA,wet,,,ap
1180,2020,2,14,,14,15,NA,NA,wet,,,ap
1181,2020,2,14,,9,45,NA,NA,bottle,2,oz,ap
1182,2020,2,14,,12,45,NA,NA,bottle,2,oz,ap
1183,2020,2,14,,11,15,12,30,nap,,,ap
1184,2020,2,18,,8,5,NA,NA,wet,,,ap
1185,2020,2,18,,10,30,NA,NA,bowel,,,kc
1186,2020,2,18,,13,50,NA,NA,wet,,,kc
1187,2020,2,18,,9,0,NA,NA,bottle,3,oz,kc
1188,2020,2,18,,11,0,NA,NA,bottle,3,oz,kc
1189,2020,2,18,,14,0,NA,NA,water,,,kc
1190,2020,2,18,,11,20,13,20,nap,,,kc
1191,2020,2,11,,8,10,NA,NA,wet,,,ap
1192,2020,2,11,,10,15,NA,NA,wet,,,ap
1193,2020,2,11,,12,5,NA,NA,bowel,,,ap
1194,2020,2,11,,14,0,NA,NA,wet,,,ap
1195,2020,2,11,,9,15,NA,NA,bottle,2,,ap
1196,2020,2,11,,12,42,NA,NA,bottle,2,,ap
1197,2020,2,11,,13,40,NA,NA,bottle,1,,ap
1198,2020,2,11,,11,5,11,59,nap,,,ap
1199,2020,2,4,,7,30,NA,NA,wet,,,kc
1200,2020,2,4,,9,20,NA,NA,wet,,,ap
1201,2020,2,4,,11,45,NA,NA,wet,,,ap
1202,2020,2,4,,14,40,NA,NA,wet,,,ap
1203,2020,2,4,,9,0,NA,NA,bottle,3,oz,ap
1204,2020,2,4,,11,0,NA,NA,bottle,3,oz,ap
1205,2020,2,4,,13,35,NA,NA,bottle,3,oz,ap
1206,2020,2,4,,13,50,14,35,nap,,,ap
1207,2020,9,28,,7,45,NA,NA,bowel,,,kc
1208,2020,9,28,,10,30,NA,NA,wet,,,am
1209,2020,9,28,,13,30,NA,NA,wet,,,am
1210,2020,9,29,,8,0,NA,NA,wet,,,am
1211,2020,9,29,,9,45,NA,NA,bowel,,,am
1212,2020,9,29,,10,30,NA,NA,dry,,,am
1213,2020,9,29,,13,38,NA,NA,wet,,,am
1214,2020,9,29,,11,0,13,30,nap,,,am
1215,2020,9,30,,8,0,NA,NA,bowel,,,ap
1216,2020,9,30,,10,30,NA,NA,wet,,,am
1217,2020,9,30,,13,45,NA,NA,wet,,,am
1218,2020,9,30,,14,30,NA,NA,bowel,,,am
1219,2020,9,30,,11,30,13,40,nap,,,am
1220,2020,10,1,,8,0,NA,NA,bowel,,,am
1221,2020,10,1,,10,30,NA,NA,wet,,,am
1222,2020,10,1,,13,30,NA,NA,wet,,,kc
1223,2020,10,1,,11,30,13,30,nap,,,am
